Year,Institute,Percentile,R56_Awards,R01_Equivalent_Awards,Not_Awarded,Funded_Total,Applications_Total,Funding_Rate,R56_Suppressed,Percentile_Band
2016,NIDA,23,,0,11,0.0,11.0,0.0,True,21-25
2016,NIDA,24,,1,10,1.0,11.0,0.09090909090909091,True,21-25
2016,NIDA,25,,0,11,0.0,11.0,0.0,True,21-25
2016,NIDA,26,,0,6,0.0,6.0,0.0,True,26+
2016,NIDA,27,,0,10,0.0,10.0,0.0,True,26+
2016,NIDA,28,,0,8,0.0,8.0,0.0,True,26+
2016,NIDA,29,,1,17,1.0,18.0,0.05555555555555555,True,26+
2016,NIDA,30,,0,4,0.0,4.0,0.0,True,26+
2016,NIDA,31,,0,16,0.0,16.0,0.0,True,26+
2016,NIDA,32,,1,7,1.0,8.0,0.125,True,26+
2016,NIDA,33,,0,11,0.0,11.0,0.0,True,26+
2016,NIDA,34,,0,11,0.0,11.0,0.0,True,26+
2016,NIDA,35,,0,4,0.0,4.0,0.0,True,26+
2016,NIDA,36,,0,11,0.0,11.0,0.0,True,26+
2016,NIDA,37,,0,5,0.0,5.0,0.0,True,26+
2016,NIDA,38,,0,13,0.0,13.0,0.0,True,26+
2016,NIDA,39,,0,7,0.0,7.0,0.0,True,26+
2016,NIDA,40,,0,9,0.0,9.0,0.0,True,26+
2016,NIDA,41,,0,8,0.0,8.0,0.0,True,26+
2016,NIDA,42,,0,15,0.0,15.0,0.0,True,26+
2016,NIDA,43,,0,10,0.0,10.0,0.0,True,26+
2016,NIDA,44,,0,11,0.0,11.0,0.0,True,26+
2016,NIDA,45,,0,7,0.0,7.0,0.0,True,26+
2016,NIDA,46,,0,7,0.0,7.0,0.0,True,26+
2016,NIDA,47,,0,9,0.0,9.0,0.0,True,26+
2016,NIDA,48,,0,8,0.0,8.0,0.0,True,26+
2016,NIDA,49,,0,17,0.0,17.0,0.0,True,26+
2016,NIDA,50,,0,12,0.0,12.0,0.0,True,26+
2016,NIDA,51,,0,4,0.0,4.0,0.0,True,26+
2016,NIDA,52,,0,2,0.0,2.0,0.0,True,26+
2016,NIDA,53,,0,3,0.0,3.0,0.0,True,26+
2016,NIDA,54,,0,4,0.0,4.0,0.0,True,26+
2016,NIDA,55,,0,2,0.0,2.0,0.0,True,26+
2016,NIDA,57,,0,1,0.0,1.0,0.0,True,26+
2016,NIDA,59,,0,1,0.0,1.0,0.0,True,26+
2016,NIDA,61,,0,1,0.0,1.0,0.0,True,26+
2016,NIDA,63,,0,1,0.0,1.0,0.0,True,26+
2016,NIDA,64,,0,1,0.0,1.0,0.0,True,26+
2016,NIDCD,1,,11,0,11.0,11.0,1.0,True,1-5
2016,NIDCD,2,,5,0,5.0,5.0,1.0,True,1-5
2016,NIDCD,3,,12,0,12.0,12.0,1.0,True,1-5
2016,NIDCD,4,,7,0,7.0,7.0,1.0,True,1-5
2016,NIDCD,5,,9,0,9.0,9.0,1.0,True,1-5
2016,NIDCD,6,,7,0,7.0,7.0,1.0,True,6-10
2016,NIDCD,7,,11,0,11.0,11.0,1.0,True,6-10
2016,NIDCD,8,,4,0,4.0,4.0,1.0,True,6-10
2016,NIDCD,9,,14,0,14.0,14.0,1.0,True,6-10
2016,NIDCD,10,,6,0,6.0,6.0,1.0,True,6-10
2016,NIDCD,11,,8,0,8.0,8.0,1.0,True,11-15
2016,NIDCD,12,,4,0,4.0,4.0,1.0,True,11-15
2016,NIDCD,13,,3,0,3.0,3.0,1.0,True,11-15
2016,NIDCD,14,,6,0,6.0,6.0,1.0,True,11-15
2016,NIDCD,15,,10,0,10.0,10.0,1.0,True,11-15
2016,NIDCD,16,,3,1,3.0,4.0,0.75,True,16-20
2016,NIDCD,17,,4,2,4.0,6.0,0.6666666666666666,True,16-20
2016,NIDCD,18,,5,0,5.0,5.0,1.0,True,16-20
2016,NIDCD,19,,3,0,3.0,3.0,1.0,True,16-20
2016,NIDCD,20,,2,0,2.0,2.0,1.0,True,16-20
2016,NIDCD,21,,3,1,3.0,4.0,0.75,True,21-25
2016,NIDCD,22,,2,3,2.0,5.0,0.4,True,21-25
2016,NIDCD,23,,2,2,2.0,4.0,0.5,True,21-25
2016,NIDCD,24,,2,2,2.0,4.0,0.5,True,21-25
2016,NIDCD,25,,1,1,1.0,2.0,0.5,True,21-25
2016,NIDCD,26,,1,2,1.0,3.0,0.3333333333333333,True,26+
2016,NIDCD,27,,1,6,1.0,7.0,0.14285714285714285,True,26+
2016,NIDCD,28,,1,3,1.0,4.0,0.25,True,26+
2016,NIDCD,29,,0,4,0.0,4.0,0.0,True,26+
2016,NIDCD,30,,0,5,0.0,5.0,0.0,True,26+
2016,NIDCD,31,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCD,32,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCD,33,,0,4,0.0,4.0,0.0,True,26+
2016,NIDCD,34,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCD,35,,0,8,0.0,8.0,0.0,True,26+
2016,NIDCD,36,,0,4,0.0,4.0,0.0,True,26+
2016,NIDCD,37,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCD,38,,0,2,0.0,2.0,0.0,True,26+
2016,NIDCD,39,,0,5,0.0,5.0,0.0,True,26+
2016,NIDCD,40,,0,5,0.0,5.0,0.0,True,26+
2016,NIDCD,41,,0,4,0.0,4.0,0.0,True,26+
2016,NIDCD,42,,0,7,0.0,7.0,0.0,True,26+
2016,NIDCD,43,,0,1,0.0,1.0,0.0,True,26+
2016,NIDCD,44,,0,6,0.0,6.0,0.0,True,26+
2016,NIDCD,45,,0,8,0.0,8.0,0.0,True,26+
2016,NIDCD,46,,0,6,0.0,6.0,0.0,True,26+
2016,NIDCD,47,,0,6,0.0,6.0,0.0,True,26+
2016,NIDCD,48,,0,4,0.0,4.0,0.0,True,26+
2016,NIDCD,49,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCD,50,,0,5,0.0,5.0,0.0,True,26+
2016,NIDCD,51,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCD,52,,0,4,0.0,4.0,0.0,True,26+
2016,NIDCD,53,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCD,54,,0,2,0.0,2.0,0.0,True,26+
2016,NIDCD,56,,0,2,0.0,2.0,0.0,True,26+
2016,NIDCR,1,,4,0,4.0,4.0,1.0,True,1-5
2016,NIDCR,2,,5,0,5.0,5.0,1.0,True,1-5
2016,NIDCR,3,,5,0,5.0,5.0,1.0,True,1-5
2016,NIDCR,4,,3,0,3.0,3.0,1.0,True,1-5
2016,NIDCR,5,,2,0,2.0,2.0,1.0,True,1-5
2016,NIDCR,6,,2,0,2.0,2.0,1.0,True,6-10
2016,NIDCR,7,,4,0,4.0,4.0,1.0,True,6-10
2016,NIDCR,8,,6,0,6.0,6.0,1.0,True,6-10
2016,NIDCR,9,,4,0,4.0,4.0,1.0,True,6-10
2016,NIDCR,10,,4,0,4.0,4.0,1.0,True,6-10
2016,NIDCR,11,,1,0,1.0,1.0,1.0,True,11-15
2016,NIDCR,12,,6,0,6.0,6.0,1.0,True,11-15
2016,NIDCR,13,,4,0,4.0,4.0,1.0,True,11-15
2016,NIDCR,14,,0,1,0.0,1.0,0.0,True,11-15
2016,NIDCR,15,,3,0,3.0,3.0,1.0,True,11-15
2016,NIDCR,16,,2,1,2.0,3.0,0.6666666666666666,True,16-20
2016,NIDCR,18,,1,1,1.0,2.0,0.5,True,16-20
2016,NIDCR,19,,2,3,2.0,5.0,0.4,True,16-20
2016,NIDCR,20,,2,2,2.0,4.0,0.5,True,16-20
2016,NIDCR,21,,2,3,2.0,5.0,0.4,True,21-25
2016,NIDCR,22,,1,1,1.0,2.0,0.5,True,21-25
2016,NIDCR,23,,1,4,1.0,5.0,0.2,True,21-25
2016,NIDCR,24,,0,3,0.0,3.0,0.0,True,21-25
2016,NIDCR,25,,0,3,0.0,3.0,0.0,True,21-25
2016,NIDCR,26,,1,3,1.0,4.0,0.25,True,26+
2016,NIDCR,27,,0,2,0.0,2.0,0.0,True,26+
2016,NIDCR,28,,1,4,1.0,5.0,0.2,True,26+
2016,NIDCR,29,,0,4,0.0,4.0,0.0,True,26+
2016,NIDCR,30,,0,1,0.0,1.0,0.0,True,26+
2016,NIDCR,31,,0,5,0.0,5.0,0.0,True,26+
2016,NIDCR,32,,0,6,0.0,6.0,0.0,True,26+
2016,NIDCR,33,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCR,34,,0,2,0.0,2.0,0.0,True,26+
2016,NIDCR,35,,0,5,0.0,5.0,0.0,True,26+
2016,NIDCR,36,,0,4,0.0,4.0,0.0,True,26+
2016,NIDCR,37,,0,5,0.0,5.0,0.0,True,26+
2016,NIDCR,38,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCR,39,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCR,40,,0,2,0.0,2.0,0.0,True,26+
2016,NIDCR,41,,0,4,0.0,4.0,0.0,True,26+
2016,NIDCR,42,,0,6,0.0,6.0,0.0,True,26+
2016,NIDCR,43,,0,2,0.0,2.0,0.0,True,26+
2016,NIDCR,44,,0,4,0.0,4.0,0.0,True,26+
2016,NIDCR,45,,0,10,0.0,10.0,0.0,True,26+
2016,NIDCR,46,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCR,47,,0,6,0.0,6.0,0.0,True,26+
2016,NIDCR,48,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCR,49,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCR,50,,0,3,0.0,3.0,0.0,True,26+
2016,NIDCR,51,,0,5,0.0,5.0,0.0,True,26+
2016,NIDCR,52,,0,2,0.0,2.0,0.0,True,26+
2016,NIDCR,53,,0,1,0.0,1.0,0.0,True,26+
2016,NIDCR,60,,0,1,0.0,1.0,0.0,True,26+
2016,NIDDK,1,0.0,22,1,22.0,23.0,0.9565217391304348,False,1-5
2016,NIDDK,2,0.0,24,0,24.0,24.0,1.0,False,1-5
2016,NIDDK,3,0.0,35,0,35.0,35.0,1.0,False,1-5
2016,NIDDK,4,0.0,31,0,31.0,31.0,1.0,False,1-5
2016,NIDDK,5,0.0,33,0,33.0,33.0,1.0,False,1-5
2016,NIDDK,6,0.0,47,0,47.0,47.0,1.0,False,6-10
2016,NIDDK,7,0.0,39,0,39.0,39.0,1.0,False,6-10
2016,NIDDK,8,0.0,28,1,28.0,29.0,0.9655172413793104,False,6-10
2016,NIDDK,9,0.0,47,0,47.0,47.0,1.0,False,6-10
2016,NIDDK,10,0.0,34,0,34.0,34.0,1.0,False,6-10
2016,NIDDK,11,0.0,29,0,29.0,29.0,1.0,False,11-15
2016,NIDDK,12,0.0,34,1,34.0,35.0,0.9714285714285714,False,11-15
2016,NIDDK,13,0.0,39,0,39.0,39.0,1.0,False,11-15
2016,NIDDK,14,0.0,16,11,16.0,27.0,0.5925925925925926,False,11-15
2016,NIDDK,15,2.0,8,11,10.0,21.0,0.47619047619047616,False,11-15
2016,NIDDK,16,0.0,9,15,9.0,24.0,0.375,False,16-20
2016,NIDDK,17,1.0,13,8,14.0,22.0,0.6363636363636364,False,16-20
2016,NIDDK,18,1.0,10,12,11.0,23.0,0.4782608695652174,False,16-20
2016,NIDDK,19,3.0,2,15,5.0,20.0,0.25,False,16-20
2016,NIDDK,20,1.0,3,16,4.0,20.0,0.2,False,16-20
2016,NIDDK,21,0.0,0,19,0.0,19.0,0.0,False,21-25
2016,NIDDK,22,1.0,2,21,3.0,24.0,0.125,False,21-25
2016,NIDDK,23,3.0,0,15,3.0,18.0,0.16666666666666666,False,21-25
2016,NIDDK,24,3.0,0,25,3.0,28.0,0.10714285714285714,False,21-25
2016,NIDDK,25,0.0,2,21,2.0,23.0,0.08695652173913043,False,21-25
2016,NIDDK,26,0.0,1,17,1.0,18.0,0.05555555555555555,False,26+
2016,NIDDK,27,1.0,0,22,1.0,23.0,0.043478260869565216,False,26+
2016,NIDDK,28,3.0,0,21,3.0,24.0,0.125,False,26+
2016,NIDDK,29,2.0,1,17,3.0,20.0,0.15,False,26+
2016,NIDDK,30,0.0,0,19,0.0,19.0,0.0,False,26+
2016,NIDDK,31,2.0,0,28,2.0,30.0,0.06666666666666667,False,26+
2016,NIDDK,32,1.0,0,35,1.0,36.0,0.027777777777777776,False,26+
2016,NIDDK,33,0.0,0,23,0.0,23.0,0.0,False,26+
2016,NIDDK,34,0.0,0,32,0.0,32.0,0.0,False,26+
2016,NIDDK,35,0.0,0,28,0.0,28.0,0.0,False,26+
2016,NIDDK,36,0.0,0,36,0.0,36.0,0.0,False,26+
2016,NIDDK,37,0.0,0,16,0.0,16.0,0.0,False,26+
2016,NIDDK,38,1.0,0,39,1.0,40.0,0.025,False,26+
2016,NIDDK,39,0.0,0,20,0.0,20.0,0.0,False,26+
2016,NIDDK,40,0.0,0,15,0.0,15.0,0.0,False,26+
2016,NIDDK,41,0.0,0,35,0.0,35.0,0.0,False,26+
2016,NIDDK,42,0.0,0,22,0.0,22.0,0.0,False,26+
2016,NIDDK,43,0.0,0,18,0.0,18.0,0.0,False,26+
2016,NIDDK,44,0.0,0,33,0.0,33.0,0.0,False,26+
2016,NIDDK,45,0.0,0,27,0.0,27.0,0.0,False,26+
2016,NIDDK,46,0.0,0,19,0.0,19.0,0.0,False,26+
2016,NIDDK,47,0.0,0,32,0.0,32.0,0.0,False,26+
2016,NIDDK,48,0.0,0,16,0.0,16.0,0.0,False,26+
2016,NIDDK,49,0.0,0,20,0.0,20.0,0.0,False,26+
2016,NIDDK,50,0.0,0,23,0.0,23.0,0.0,False,26+
2016,NIDDK,51,0.0,0,22,0.0,22.0,0.0,False,26+
2016,NIDDK,52,0.0,0,19,0.0,19.0,0.0,False,26+
2016,NIDDK,53,0.0,0,8,0.0,8.0,0.0,False,26+
2016,NIDDK,54,1.0,0,5,1.0,6.0,0.16666666666666666,False,26+
2016,NIDDK,55,0.0,0,7,0.0,7.0,0.0,False,26+
2016,NIDDK,56,0.0,0,2,0.0,2.0,0.0,False,26+
2016,NIDDK,58,0.0,0,3,0.0,3.0,0.0,False,26+
2016,NIDDK,59,0.0,0,3,0.0,3.0,0.0,False,26+
2016,NIDDK,61,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIDDK,64,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIGMS,1,0.0,31,6,31.0,37.0,0.8378378378378378,False,1-5
2016,NIGMS,2,0.0,32,2,32.0,34.0,0.9411764705882353,False,1-5
2016,NIGMS,3,0.0,28,1,28.0,29.0,0.9655172413793104,False,1-5
2016,NIGMS,4,0.0,22,2,22.0,24.0,0.9166666666666666,False,1-5
2016,NIGMS,5,0.0,25,2,25.0,27.0,0.9259259259259259,False,1-5
2016,NIGMS,6,0.0,37,1,37.0,38.0,0.9736842105263158,False,6-10
2016,NIGMS,7,0.0,24,4,24.0,28.0,0.8571428571428571,False,6-10
2016,NIGMS,8,0.0,22,3,22.0,25.0,0.88,False,6-10
2016,NIGMS,9,0.0,24,4,24.0,28.0,0.8571428571428571,False,6-10
2016,NIGMS,10,0.0,36,1,36.0,37.0,0.972972972972973,False,6-10
2016,NIGMS,11,0.0,31,4,31.0,35.0,0.8857142857142857,False,11-15
2016,NIGMS,12,0.0,28,3,28.0,31.0,0.9032258064516129,False,11-15
2016,NIGMS,13,0.0,22,2,22.0,24.0,0.9166666666666666,False,11-15
2016,NIGMS,14,0.0,36,0,36.0,36.0,1.0,False,11-15
2016,NIGMS,15,0.0,38,3,38.0,41.0,0.926829268292683,False,11-15
2016,NIGMS,16,0.0,31,6,31.0,37.0,0.8378378378378378,False,16-20
2016,NIGMS,17,0.0,30,1,30.0,31.0,0.967741935483871,False,16-20
2016,NIGMS,18,0.0,31,4,31.0,35.0,0.8857142857142857,False,16-20
2016,NIGMS,19,0.0,30,6,30.0,36.0,0.8333333333333334,False,16-20
2016,NIGMS,20,0.0,38,4,38.0,42.0,0.9047619047619048,False,16-20
2016,NIGMS,21,0.0,29,6,29.0,35.0,0.8285714285714286,False,21-25
2016,NIGMS,22,0.0,23,6,23.0,29.0,0.7931034482758621,False,21-25
2016,NIGMS,23,0.0,23,11,23.0,34.0,0.6764705882352942,False,21-25
2016,NIGMS,24,0.0,17,14,17.0,31.0,0.5483870967741935,False,21-25
2016,NIGMS,25,0.0,15,14,15.0,29.0,0.5172413793103449,False,21-25
2016,NIGMS,26,0.0,16,23,16.0,39.0,0.41025641025641024,False,26+
2016,NIGMS,27,0.0,11,19,11.0,30.0,0.36666666666666664,False,26+
2016,NIGMS,28,0.0,8,25,8.0,33.0,0.24242424242424243,False,26+
2016,NIGMS,29,0.0,5,17,5.0,22.0,0.22727272727272727,False,26+
2016,NIGMS,30,0.0,10,16,10.0,26.0,0.38461538461538464,False,26+
2016,NIGMS,31,0.0,3,19,3.0,22.0,0.13636363636363635,False,26+
2016,NIGMS,32,0.0,7,22,7.0,29.0,0.2413793103448276,False,26+
2016,NIGMS,33,0.0,3,26,3.0,29.0,0.10344827586206896,False,26+
2016,NIGMS,34,0.0,2,23,2.0,25.0,0.08,False,26+
2016,NIGMS,35,0.0,4,28,4.0,32.0,0.125,False,26+
2016,NIGMS,36,0.0,2,28,2.0,30.0,0.06666666666666667,False,26+
2016,NIGMS,37,0.0,4,25,4.0,29.0,0.13793103448275862,False,26+
2016,NIGMS,38,0.0,4,21,4.0,25.0,0.16,False,26+
2016,NIGMS,39,0.0,0,20,0.0,20.0,0.0,False,26+
2016,NIGMS,40,0.0,0,30,0.0,30.0,0.0,False,26+
2016,NIGMS,41,0.0,1,25,1.0,26.0,0.038461538461538464,False,26+
2016,NIGMS,42,0.0,0,32,0.0,32.0,0.0,False,26+
2016,NIGMS,43,0.0,1,27,1.0,28.0,0.03571428571428571,False,26+
2016,NIGMS,44,0.0,2,27,2.0,29.0,0.06896551724137931,False,26+
2016,NIGMS,45,0.0,0,25,0.0,25.0,0.0,False,26+
2016,NIGMS,46,0.0,0,34,0.0,34.0,0.0,False,26+
2016,NIGMS,47,0.0,0,27,0.0,27.0,0.0,False,26+
2016,NIGMS,48,0.0,0,18,0.0,18.0,0.0,False,26+
2016,NIGMS,49,0.0,0,20,0.0,20.0,0.0,False,26+
2016,NIGMS,50,0.0,0,23,0.0,23.0,0.0,False,26+
2016,NIGMS,51,0.0,0,17,0.0,17.0,0.0,False,26+
2016,NIGMS,52,0.0,0,24,0.0,24.0,0.0,False,26+
2016,NIGMS,53,0.0,0,8,0.0,8.0,0.0,False,26+
2016,NIGMS,54,0.0,1,11,1.0,12.0,0.08333333333333333,False,26+
2016,NIGMS,55,0.0,0,9,0.0,9.0,0.0,False,26+
2016,NIGMS,56,0.0,0,9,0.0,9.0,0.0,False,26+
2016,NIGMS,57,0.0,0,4,0.0,4.0,0.0,False,26+
2016,NIGMS,58,0.0,0,3,0.0,3.0,0.0,False,26+
2016,NIGMS,59,0.0,0,2,0.0,2.0,0.0,False,26+
2016,NIGMS,60,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIGMS,61,0.0,0,2,0.0,2.0,0.0,False,26+
2016,NIGMS,62,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIGMS,63,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIGMS,65,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIGMS,66,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMH,1,0.0,16,1,16.0,17.0,0.9411764705882353,False,1-5
2016,NIMH,2,0.0,10,0,10.0,10.0,1.0,False,1-5
2016,NIMH,3,0.0,17,0,17.0,17.0,1.0,False,1-5
2016,NIMH,4,0.0,17,0,17.0,17.0,1.0,False,1-5
2016,NIMH,5,0.0,12,0,12.0,12.0,1.0,False,1-5
2016,NIMH,6,0.0,22,2,22.0,24.0,0.9166666666666666,False,6-10
2016,NIMH,7,0.0,7,0,7.0,7.0,1.0,False,6-10
2016,NIMH,8,0.0,19,0,19.0,19.0,1.0,False,6-10
2016,NIMH,9,0.0,15,0,15.0,15.0,1.0,False,6-10
2016,NIMH,10,0.0,20,0,20.0,20.0,1.0,False,6-10
2016,NIMH,11,0.0,8,0,8.0,8.0,1.0,False,11-15
2016,NIMH,12,0.0,23,0,23.0,23.0,1.0,False,11-15
2016,NIMH,13,0.0,14,0,14.0,14.0,1.0,False,11-15
2016,NIMH,14,0.0,11,0,11.0,11.0,1.0,False,11-15
2016,NIMH,15,0.0,19,1,19.0,20.0,0.95,False,11-15
2016,NIMH,16,0.0,9,4,9.0,13.0,0.6923076923076923,False,16-20
2016,NIMH,17,0.0,7,0,7.0,7.0,1.0,False,16-20
2016,NIMH,18,2.0,8,3,10.0,13.0,0.7692307692307693,False,16-20
2016,NIMH,19,2.0,7,8,9.0,17.0,0.5294117647058824,False,16-20
2016,NIMH,20,0.0,6,10,6.0,16.0,0.375,False,16-20
2016,NIMH,21,2.0,1,6,3.0,9.0,0.3333333333333333,False,21-25
2016,NIMH,22,0.0,0,9,0.0,9.0,0.0,False,21-25
2016,NIMH,23,0.0,3,7,3.0,10.0,0.3,False,21-25
2016,NIMH,24,1.0,0,8,1.0,9.0,0.1111111111111111,False,21-25
2016,NIMH,25,1.0,1,14,2.0,16.0,0.125,False,21-25
2016,NIMH,26,1.0,1,9,2.0,11.0,0.18181818181818182,False,26+
2016,NIMH,27,0.0,0,8,0.0,8.0,0.0,False,26+
2016,NIMH,28,2.0,0,7,2.0,9.0,0.2222222222222222,False,26+
2016,NIMH,29,0.0,1,4,1.0,5.0,0.2,False,26+
2016,NIMH,30,0.0,0,7,0.0,7.0,0.0,False,26+
2016,NIMH,31,0.0,0,13,0.0,13.0,0.0,False,26+
2016,NIMH,32,0.0,0,10,0.0,10.0,0.0,False,26+
2016,NIMH,33,0.0,0,12,0.0,12.0,0.0,False,26+
2016,NIMH,34,0.0,0,15,0.0,15.0,0.0,False,26+
2016,NIMH,35,0.0,0,11,0.0,11.0,0.0,False,26+
2016,NIMH,36,0.0,0,9,0.0,9.0,0.0,False,26+
2016,NIMH,37,0.0,0,18,0.0,18.0,0.0,False,26+
2016,NIMH,38,0.0,0,8,0.0,8.0,0.0,False,26+
2016,NIMH,39,0.0,0,11,0.0,11.0,0.0,False,26+
2016,NIMH,40,1.0,0,7,1.0,8.0,0.125,False,26+
2016,NIMH,41,0.0,0,6,0.0,6.0,0.0,False,26+
2016,NIMH,42,0.0,0,10,0.0,10.0,0.0,False,26+
2016,NIMH,43,0.0,0,11,0.0,11.0,0.0,False,26+
2016,NIMH,44,0.0,0,17,0.0,17.0,0.0,False,26+
2016,NIMH,45,0.0,0,9,0.0,9.0,0.0,False,26+
2016,NIMH,46,0.0,0,18,0.0,18.0,0.0,False,26+
2016,NIMH,47,0.0,0,6,0.0,6.0,0.0,False,26+
2016,NIMH,48,0.0,0,12,0.0,12.0,0.0,False,26+
2016,NIMH,49,0.0,0,15,0.0,15.0,0.0,False,26+
2016,NIMH,50,0.0,0,12,0.0,12.0,0.0,False,26+
2016,NIMH,51,0.0,0,13,0.0,13.0,0.0,False,26+
2016,NIMH,52,0.0,0,10,0.0,10.0,0.0,False,26+
2016,NIMH,53,0.0,0,7,0.0,7.0,0.0,False,26+
2016,NIMH,54,0.0,0,9,0.0,9.0,0.0,False,26+
2016,NIMH,55,0.0,0,5,0.0,5.0,0.0,False,26+
2016,NIMH,56,0.0,0,9,0.0,9.0,0.0,False,26+
2016,NIMH,58,0.0,0,5,0.0,5.0,0.0,False,26+
2016,NIMH,59,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMH,60,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMH,66,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMHD,1,0.0,1,0,1.0,1.0,1.0,False,1-5
2016,NIMHD,3,0.0,1,0,1.0,1.0,1.0,False,1-5
2016,NIMHD,5,0.0,2,0,2.0,2.0,1.0,False,1-5
2016,NIMHD,6,0.0,1,0,1.0,1.0,1.0,False,6-10
2016,NIMHD,7,0.0,1,0,1.0,1.0,1.0,False,6-10
2016,NIMHD,8,0.0,0,1,0.0,1.0,0.0,False,6-10
2016,NIMHD,9,0.0,1,0,1.0,1.0,1.0,False,6-10
2016,NIMHD,10,0.0,1,0,1.0,1.0,1.0,False,6-10
2016,NIMHD,12,0.0,1,0,1.0,1.0,1.0,False,11-15
2016,NIMHD,13,0.0,1,1,1.0,2.0,0.5,False,11-15
2016,NIMHD,14,0.0,1,0,1.0,1.0,1.0,False,11-15
2016,NIMHD,15,0.0,1,0,1.0,1.0,1.0,False,11-15
2016,NIMHD,16,0.0,4,1,4.0,5.0,0.8,False,16-20
2016,NIMHD,17,0.0,1,0,1.0,1.0,1.0,False,16-20
2016,NIMHD,18,0.0,1,1,1.0,2.0,0.5,False,16-20
2016,NIMHD,19,0.0,2,0,2.0,2.0,1.0,False,16-20
2016,NIMHD,20,0.0,2,0,2.0,2.0,1.0,False,16-20
2016,NIMHD,21,0.0,2,0,2.0,2.0,1.0,False,21-25
2016,NIMHD,22,0.0,1,0,1.0,1.0,1.0,False,21-25
2016,NIMHD,23,0.0,2,0,2.0,2.0,1.0,False,21-25
2016,NIMHD,24,0.0,2,2,2.0,4.0,0.5,False,21-25
2016,NIMHD,26,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMHD,28,0.0,1,0,1.0,1.0,1.0,False,26+
2016,NIMHD,29,0.0,1,0,1.0,1.0,1.0,False,26+
2016,NIMHD,30,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMHD,34,0.0,1,2,1.0,3.0,0.3333333333333333,False,26+
2016,NIMHD,35,0.0,1,1,1.0,2.0,0.5,False,26+
2016,NIMHD,40,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMHD,41,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMHD,42,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMHD,43,0.0,0,2,0.0,2.0,0.0,False,26+
2016,NIMHD,45,0.0,0,2,0.0,2.0,0.0,False,26+
2016,NIMHD,46,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMHD,47,0.0,0,5,0.0,5.0,0.0,False,26+
2016,NIMHD,50,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMHD,53,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMHD,54,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMHD,57,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMHD,64,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NIMHD,71,0.0,0,1,0.0,1.0,0.0,False,26+
2016,NINDS,1,0.0,26,1,26.0,27.0,0.9629629629629629,False,1-5
2016,NINDS,2,0.0,31,1,31.0,32.0,0.96875,False,1-5
2016,NINDS,3,0.0,21,0,21.0,21.0,1.0,False,1-5
2016,NINDS,4,0.0,21,1,21.0,22.0,0.9545454545454546,False,1-5
2016,NINDS,5,0.0,30,0,30.0,30.0,1.0,False,1-5
2016,NINDS,6,0.0,30,0,30.0,30.0,1.0,False,6-10
2016,NINDS,7,0.0,15,0,15.0,15.0,1.0,False,6-10
2016,NINDS,8,0.0,32,0,32.0,32.0,1.0,False,6-10
2016,NINDS,9,0.0,26,0,26.0,26.0,1.0,False,6-10
2016,NINDS,10,0.0,34,0,34.0,34.0,1.0,False,6-10
2016,NINDS,11,0.0,29,0,29.0,29.0,1.0,False,11-15
2016,NINDS,12,0.0,24,0,24.0,24.0,1.0,False,11-15
2016,NINDS,13,0.0,17,0,17.0,17.0,1.0,False,11-15
2016,NINDS,14,0.0,17,0,17.0,17.0,1.0,False,11-15
2016,NINDS,15,0.0,34,0,34.0,34.0,1.0,False,11-15
2016,NINDS,16,4.0,12,9,16.0,25.0,0.64,False,16-20
